ticker,exchange_cd,date,sentiment,sentiment_high,sentiment_low,news_volume,news_buzz,name
AAPL,MM,2013.2.19,1.111,3.145,-1.923,54,10,APPLE INC
AAPL,MM,2013.2.20,-1.279,2.041,-3.598,61,10,APPLE INC
AAPL,MM,2013.2.21,0.25,2.281,-2.781,64,10,APPLE INC
AAPL,MM,2013.2.22,0.45,2.652,-2.752,40,6,APPLE INC
AAPL,MM,2013.2.23,0.05,1.96,-2.86,20,6,APPLE INC
AAPL,MM,2013.2.24,1.2,2.881,-1.481,15,7,APPLE INC
AAPL,MM,2013.2.25,1.457,3.486,-1.573,46,10,APPLE INC
AAPL,MM,2013.2.26,0.463,2.326,-2.4,54,8,APPLE INC
AAPL,MM,2013.2.27,0.311,2.364,-2.742,45,7,APPLE INC
AAPL,MM,2013.2.28,0.204,2.451,-3.044,54,8,APPLE INC
AAPL,MM,2013.3.1,0.174,2.283,-2.935,46,8,APPLE INC
AAPL,MM,2013.3.2,1,3.029,-2.029,17,7,APPLE INC
AAPL,MM,2013.3.3,3,5,1,2,6,APPLE INC
AAPL,MM,2013.3.4,-1.125,1.536,-2.786,40,10,APPLE INC
AAPL,MM,2013.3.5,1.625,3.609,-1.359,40,7,APPLE INC
AAPL,MM,2013.3.6,1.192,3.043,-1.658,52,9,APPLE INC
AAPL,MM,2013.3.7,0.88,2.805,-2.045,50,9,APPLE INC
AAPL,MM,2013.3.8,1.121,2.992,-1.75,33,6,APPLE INC
AAPL,MM,2013.3.9,0.6,2.815,-2.615,15,6,APPLE INC
AAPL,MM,2013.3.10,-1,-1,-1,2,5,APPLE INC
AAPL,MM,2013.3.11,0.957,3.25,-2.337,23,7,APPLE INC
AAPL,MM,2013.3.12,1.2,3.223,-1.823,30,5,APPLE INC
AAPL,MM,2013.3.13,1,3.14,-2.14,31,5,APPLE INC
AAPL,MM,2013.3.14,0.263,2.151,-2.624,57,10,APPLE INC
AAPL,MM,2013.3.15,1.067,3.147,-2.014,45,7,APPLE INC
AAPL,MM,2013.3.16,1,3.098,-2.098,5,4,APPLE INC
AAPL,MM,2013.3.17,0,0,0,0,0,APPLE INC
AAPL,MM,2013.3.18,0.576,2.925,-2.773,33,6,APPLE INC
AAPL,MM,2013.3.19,0.6,2.918,-2.718,30,5,APPLE INC
AAPL,MM,2013.3.20,1.04,3.64,-2.56,25,4,APPLE INC
AAPL,MM,2013.3.21,0.278,2.158,-2.602,18,3,APPLE INC
AAPL,MM,2013.3.22,0.423,2.368,-2.522,26,5,APPLE INC
AAPL,MM,2013.3.23,-2,-2,-2,1,4,APPLE INC
AAPL,MM,2013.3.24,1,2.414,-1.414,3,3,APPLE INC
AAPL,MM,2013.3.25,0.778,3.076,-2.521,36,10,APPLE INC
AAPL,MM,2013.3.26,0.513,2.887,-2.861,39,10,APPLE INC
AAPL,MM,2013.3.27,0.97,2.684,-1.745,33,8,APPLE INC
AAPL,MM,2013.3.28,1.182,3.334,-1.971,33,8,APPLE INC
AAPL,MM,2013.3.29,1.063,3.108,-1.983,16,4,APPLE INC
AAPL,MM,2013.3.30,2.5,3,2,2,2,APPLE INC
AAPL,MM,2013.3.31,3,3,3,1,2,APPLE INC
AAPL,MM,2013.4.1,-1.143,1.703,-2.989,28,7,APPLE INC
AAPL,MM,2013.4.2,0.733,2.803,-2.337,45,10,APPLE INC
AAPL,MM,2013.4.3,1.174,3.273,-1.925,23,5,APPLE INC
AAPL,MM,2013.4.4,1.974,4.215,-1.268,38,8,APPLE INC
AAPL,MM,2013.4.5,1.04,3.497,-2.417,25,5,APPLE INC
AAPL,MM,2013.4.6,-1.375,2.171,-3.921,8,4,APPLE INC
AAPL,MM,2013.4.7,0.667,1.138,0.195,3,4,APPLE INC
AAPL,MM,2013.4.8,1.083,3.261,-2.095,24,7,APPLE INC
AAPL,MM,2013.4.9,0.537,2.501,-2.428,41,9,APPLE INC
AAPL,MM,2013.4.10,0.553,2.689,-2.583,38,9,APPLE INC
AAPL,MM,2013.4.11,0.535,2.585,-2.515,43,10,APPLE INC
AAPL,MM,2013.4.12,0.435,2.638,-2.768,23,5,APPLE INC
AAPL,MM,2013.4.13,3.25,4.34,2.16,4,3,APPLE INC
AAPL,MM,2013.4.14,1,2.414,-1.414,5,3,APPLE INC
AAPL,MM,2013.4.15,0.1,2.195,-2.995,40,10,APPLE INC
AAPL,MM,2013.4.16,1.219,3.626,-2.189,32,7,APPLE INC
AAPL,MM,2013.4.17,-1.215,1.517,-2.947,65,10,APPLE INC
AAPL,MM,2013.4.18,-1.01,2.424,-3.445,97,10,APPLE INC
AAPL,MM,2013.4.19,0.233,1.94,-2.473,30,3,APPLE INC
AAPL,MM,2013.4.20,-1.167,1.697,-3.03,6,2,APPLE INC
AAPL,MM,2013.4.21,-1.4,1.8,-3.6,10,2,APPLE INC
AAPL,MM,2013.4.22,0.721,2.813,-2.372,68,8,APPLE INC
AAPL,MM,2013.4.23,0.436,2.745,-2.874,101,10,APPLE INC
AAPL,MM,2013.4.24,0.695,2.886,-2.497,203,10,APPLE INC
AAPL,MM,2013.4.25,0.921,3.191,-2.349,63,3,APPLE INC
AAPL,MM,2013.4.26,0.785,2.685,-2.115,93,4,APPLE INC
AAPL,MM,2013.4.27,-1.154,1.721,-3.029,13,2,APPLE INC
AAPL,MM,2013.4.28,0.727,2.082,-1.627,11,2,APPLE INC
AAPL,MM,2013.4.29,0.987,3.01,-2.036,75,4,APPLE INC
AAPL,MM,2013.4.30,0.675,2.805,-2.454,114,5,APPLE INC
AAPL,MM,2013.5.1,0.632,2.841,-2.577,68,3,APPLE INC
AAPL,MM,2013.5.2,1.69,3.639,-1.26,58,5,APPLE INC
AAPL,MM,2013.5.3,0.929,3.099,-2.241,56,4,APPLE INC
AAPL,MM,2013.5.4,1.6,4.138,-1.938,10,3,APPLE INC
AAPL,MM,2013.5.5,-2,-1.184,-2.816,3,2,APPLE INC
AAPL,MM,2013.5.6,1.289,3.526,-1.948,45,5,APPLE INC
AAPL,MM,2013.5.7,1.088,3.316,-2.139,68,5,APPLE INC
AAPL,MM,2013.5.8,1.367,3.654,-1.921,60,8,APPLE INC
AAPL,MM,2013.5.9,0.636,2.572,-2.299,66,9,APPLE INC
AAPL,MM,2013.5.10,0.711,2.379,-1.958,38,5,APPLE INC
AAPL,MM,2013.5.11,1.056,2.803,-1.692,18,5,APPLE INC
AAPL,MM,2013.5.12,-1.5,1,-3,2,4,APPLE INC
AAPL,MM,2013.5.13,1,2.715,-1.715,34,7,APPLE INC
AAPL,MM,2013.5.14,1.164,3.316,-1.987,73,10,APPLE INC
AAPL,MM,2013.5.15,0.45,2.675,-2.774,111,10,APPLE INC
AAPL,MM,2013.5.16,0.592,2.509,-2.326,71,6,APPLE INC
AAPL,MM,2013.5.17,0.206,2.143,-2.73,63,5,APPLE INC
AAPL,MM,2013.5.18,0.867,2.275,-1.541,15,4,APPLE INC
AAPL,MM,2013.5.19,2.75,3.183,2.317,4,3,APPLE INC
AAPL,MM,2013.5.20,0.481,2.86,-2.897,54,6,APPLE INC
AAPL,MM,2013.5.21,0.27,2.095,-2.554,159,10,APPLE INC
AAPL,MM,2013.5.22,0.584,2.382,-2.214,113,7,APPLE INC
AAPL,MM,2013.5.23,0.46,2.576,-2.656,87,5,APPLE INC
AAPL,MM,2013.5.24,0.574,2.88,-2.732,54,3,APPLE INC
AAPL,MM,2013.5.25,0.2,0.948,-1.548,5,2,APPLE INC
AAPL,MM,2013.5.26,-1,3,-4,2,1,APPLE INC
AAPL,MM,2013.5.27,-2.4,0.097,-3.897,25,2,APPLE INC
AAPL,MM,2013.5.28,0.4,2.554,-2.754,35,2,APPLE INC
AAPL,MM,2013.5.29,-1.507,1.393,-3.408,69,6,APPLE INC
AAPL,MM,2013.5.30,1.115,3.083,-1.853,87,10,APPLE INC
AAPL,MM,2013.5.31,-1.065,1.712,-2.841,62,7,APPLE INC
AAPL,MM,2013.6.1,0.286,1.864,-2.292,21,5,APPLE INC
AAPL,MM,2013.6.2,-1.727,0.693,-3.147,22,7,APPLE INC
AAPL,MM,2013.6.3,-1.152,1.763,-3.066,99,10,APPLE INC
AAPL,MM,2013.6.4,0.427,2.737,-2.884,75,7,APPLE INC
AAPL,MM,2013.6.5,-1.515,1.766,-3.795,103,10,APPLE INC
AAPL,MM,2013.6.6,-1.083,1.877,-3.044,60,5,APPLE INC
AAPL,MM,2013.6.7,0.326,2.443,-2.791,92,8,APPLE INC
AAPL,MM,2013.6.8,0.043,1.824,-2.738,23,6,APPLE INC
AAPL,MM,2013.6.9,1.2,2.825,-1.425,25,7,APPLE INC
AAPL,MM,2013.6.10,1.576,3.493,-1.341,144,10,APPLE INC
AAPL,MM,2013.6.11,0.678,2.527,-2.171,115,7,APPLE INC
AAPL,MM,2013.6.12,0.848,3.106,-2.409,33,2,APPLE INC
AAPL,MM,2013.6.13,1.169,3.271,-1.933,65,4,APPLE INC
AAPL,MM,2013.6.14,0.821,2.722,-2.079,56,3,APPLE INC
AAPL,MM,2013.6.15,1,3,-2,2,2,APPLE INC
AAPL,MM,2013.6.16,1,1,1,1,1,APPLE INC
AAPL,MM,2013.6.17,0.962,3.009,-2.086,52,3,APPLE INC
AAPL,MM,2013.6.18,0.949,3.334,-2.437,39,3,APPLE INC
AAPL,MM,2013.6.19,0.321,2.375,-2.733,53,8,APPLE INC
AAPL,MM,2013.6.20,0.786,2.511,-1.94,42,6,APPLE INC
AAPL,MM,2013.6.21,-1.471,1.933,-3.874,51,9,APPLE INC
AAPL,MM,2013.6.22,1.813,3.788,-1.163,16,7,APPLE INC
AAPL,MM,2013.6.23,-1,-1,-1,2,6,APPLE INC
AAPL,MM,2013.6.24,0.238,2.762,-3.286,42,10,APPLE INC
AAPL,MM,2013.6.25,0.071,2.123,-2.98,56,10,APPLE INC
AAPL,MM,2013.6.26,0.745,2.674,-2.185,47,8,APPLE INC
AAPL,MM,2013.6.27,0.704,2.682,-2.274,54,9,APPLE INC
AAPL,MM,2013.6.28,0.385,2.247,-2.477,52,9,APPLE INC
AAPL,MM,2013.6.29,-1.444,1.196,-3.085,9,6,APPLE INC
AAPL,MM,2013.6.30,-1.8,0.67,-3.27,5,5,APPLE INC
AAPL,MM,2013.7.1,1.424,3.254,-1.407,85,10,APPLE INC
AAPL,MM,2013.7.2,1.183,3.288,-1.922,71,8,APPLE INC
AAPL,MM,2013.7.3,1.582,3.613,-1.449,67,7,APPLE INC
AAPL,MM,2013.7.4,1.2,3.173,-1.773,30,3,APPLE INC
AAPL,MM,2013.7.5,-1.729,1.393,-3.851,59,6,APPLE INC
AAPL,MM,2013.7.6,-1.111,0.455,-1.678,9,4,APPLE INC
AAPL,MM,2013.7.7,-1,1.673,-2.673,5,4,APPLE INC
AAPL,MM,2013.7.8,1.083,2.688,-1.522,24,4,APPLE INC
AAPL,MM,2013.7.9,0.711,2.642,-2.221,38,5,APPLE INC
AAPL,MM,2013.7.10,-1.567,1.08,-3.214,90,10,APPLE INC
AAPL,MM,2013.7.11,0.925,3.045,-2.195,80,8,APPLE INC
AAPL,MM,2013.7.12,1.345,3.075,-1.384,55,6,APPLE INC
AAPL,MM,2013.7.13,1.545,4.254,-2.164,11,4,APPLE INC
AAPL,MM,2013.7.14,2.2,3.8,0.6,5,3,APPLE INC
AAPL,MM,2013.7.15,0.159,1.926,-2.607,69,9,APPLE INC
AAPL,MM,2013.7.16,0.533,2.241,-2.174,30,3,APPLE INC
AAPL,MM,2013.7.17,1.432,3.329,-1.464,37,4,APPLE INC
AAPL,MM,2013.7.18,0.873,2.971,-2.225,55,6,APPLE INC
AAPL,MM,2013.7.19,0.083,2.175,-3.009,60,8,APPLE INC
AAPL,MM,2013.7.20,1.621,4.076,-1.835,29,8,APPLE INC
AAPL,MM,2013.7.21,-1.842,1.165,-3.849,19,9,APPLE INC
AAPL,MM,2013.7.22,0.493,2.372,-2.387,67,10,APPLE INC
AAPL,MM,2013.7.23,1.081,3.164,-2.001,160,10,APPLE INC
AAPL,MM,2013.7.24,0.864,3.073,-2.345,176,10,APPLE INC
AAPL,MM,2013.7.25,0.8,2.822,-2.222,55,3,APPLE INC
AAPL,MM,2013.7.26,0.787,2.836,-2.263,61,3,APPLE INC
AAPL,MM,2013.7.27,-1.125,1.144,-2.394,8,2,APPLE INC
AAPL,MM,2013.7.28,1.667,3.878,-1.544,6,1,APPLE INC
AAPL,MM,2013.7.29,-1.544,1.576,-3.664,57,4,APPLE INC
AAPL,MM,2013.7.30,0.145,2.103,-2.813,69,3,APPLE INC
AAPL,MM,2013.7.31,-1.279,1.355,-2.914,68,3,APPLE INC
AAPL,MM,2013.8.1,0.403,2.689,-2.883,67,9,APPLE INC
AAPL,MM,2013.8.2,-1.09,2.214,-3.393,67,9,APPLE INC
AAPL,MM,2013.8.3,-2.639,-1.721,-3.556,36,10,APPLE INC
AAPL,MM,2013.8.4,-1.875,1.291,-4.041,24,10,APPLE INC
AAPL,MM,2013.8.5,-1.351,1.415,-3.118,74,10,APPLE INC
AAPL,MM,2013.8.6,-1.646,1.116,-3.408,48,6,APPLE INC
AAPL,MM,2013.8.7,-1.064,1.831,-2.959,47,6,APPLE INC
AAPL,MM,2013.8.8,0.22,2.499,-3.06,82,10,APPLE INC
AAPL,MM,2013.8.9,-1.208,1.865,-3.28,77,9,APPLE INC
AAPL,MM,2013.8.10,-1.339,1.536,-3.213,62,10,APPLE INC
AAPL,MM,2013.8.11,-1.462,1.185,-3.108,13,10,APPLE INC
AAPL,MM,2013.8.12,0.238,2.03,-2.554,105,10,APPLE INC
AAPL,MM,2013.8.13,0.664,2.541,-2.213,140,10,APPLE INC
AAPL,MM,2013.8.14,0.55,2.477,-2.376,149,10,APPLE INC
AAPL,MM,2013.8.15,1.02,3.238,-2.198,100,6,APPLE INC
AAPL,MM,2013.8.16,0.85,3.013,-2.313,40,2,APPLE INC
AAPL,MM,2013.8.17,0.688,2.998,-2.623,16,2,APPLE INC
AAPL,MM,2013.8.18,1.154,3.109,-1.801,13,2,APPLE INC
AAPL,MM,2013.8.19,1.351,3.632,-1.929,37,4,APPLE INC
AAPL,MM,2013.8.20,-1.184,2.142,-3.511,38,2,APPLE INC
AAPL,MM,2013.8.21,0.476,2.693,-2.741,42,2,APPLE INC
AAPL,MM,2013.8.22,0.852,3.482,-2.777,61,6,APPLE INC
AAPL,MM,2013.8.23,-1.156,1.569,-2.881,45,7,APPLE INC
AAPL,MM,2013.8.24,-1.104,2.334,-3.543,67,10,APPLE INC
AAPL,MM,2013.8.25,-1.278,1.511,-3.067,18,10,APPLE INC
AAPL,MM,2013.8.26,0.868,2.804,-2.067,38,10,APPLE INC
AAPL,MM,2013.8.27,-1.203,1.557,-2.964,64,9,APPLE INC
AAPL,MM,2013.8.28,0.78,2.995,-2.434,41,6,APPLE INC
AAPL,MM,2013.8.29,1.182,3.451,-2.087,44,6,APPLE INC
AAPL,MM,2013.8.30,0.632,2.072,-1.809,38,5,APPLE INC
AAPL,MM,2013.8.31,1.556,2.978,0.133,9,4,APPLE INC
AAPL,MM,2013.9.1,2.143,3.268,1.018,7,4,APPLE INC
AAPL,MM,2013.9.2,1.308,3.8,-2.185,13,4,APPLE INC
AAPL,MM,2013.9.3,0.901,2.624,-1.822,141,10,APPLE INC
AAPL,MM,2013.9.4,0.871,2.701,-1.96,139,9,APPLE INC
AAPL,MM,2013.9.5,1.395,3.411,-1.621,114,8,APPLE INC
AAPL,MM,2013.9.6,0.83,2.69,-2.03,94,6,APPLE INC
AAPL,MM,2013.9.7,-1.25,1.464,-2.964,24,5,APPLE INC
AAPL,MM,2013.9.8,0.529,2.049,-1.99,34,6,APPLE INC
AAPL,MM,2013.9.9,1.73,3.803,-1.343,100,10,APPLE INC
AAPL,MM,2013.9.10,1.27,3.236,-1.695,222,10,APPLE INC
AAPL,MM,2013.9.11,0.347,2.389,-2.695,245,10,APPLE INC
AAPL,MM,2013.9.12,0.592,2.986,-2.802,125,5,APPLE INC
AAPL,MM,2013.9.13,0.764,2.912,-2.385,55,2,APPLE INC
AAPL,MM,2013.9.14,1.7,3.702,-1.302,10,1,APPLE INC
AAPL,MM,2013.9.15,0.875,2.239,-1.489,8,1,APPLE INC
AAPL,MM,2013.9.16,0.756,2.886,-2.375,45,2,APPLE INC
AAPL,MM,2013.9.17,1.238,3.404,-1.927,63,2,APPLE INC
AAPL,MM,2013.9.18,0.876,2.752,-1.999,105,4,APPLE INC
AAPL,MM,2013.9.19,0.422,2.13,-2.287,83,6,APPLE INC
AAPL,MM,2013.9.20,0.375,2.624,-2.874,136,10,APPLE INC
AAPL,MM,2013.9.21,-1.348,1.554,-3.25,23,6,APPLE INC
AAPL,MM,2013.9.22,-1.067,1.544,-2.678,15,6,APPLE INC
AAPL,MM,2013.9.23,0.386,2.377,-2.604,189,10,APPLE INC
AAPL,MM,2013.9.24,0.345,2.597,-2.907,116,6,APPLE INC
AAPL,MM,2013.9.25,1.25,3.041,-1.541,92,4,APPLE INC
AAPL,MM,2013.9.26,0.792,2.852,-2.267,53,2,APPLE INC
AAPL,MM,2013.9.27,0.424,2.688,-2.839,66,3,APPLE INC
AAPL,MM,2013.9.28,-1.176,2.156,-3.509,17,2,APPLE INC
AAPL,MM,2013.9.29,1.143,3.102,-1.816,7,2,APPLE INC
AAPL,MM,2013.9.30,0.516,2.729,-2.696,31,2,APPLE INC
AAPL,MM,2013.10.1,0.809,2.847,-2.229,89,7,APPLE INC
AAPL,MM,2013.10.2,0.579,2.484,-2.327,121,10,APPLE INC
AAPL,MM,2013.10.3,0.397,2.859,-3.065,68,5,APPLE INC
AAPL,MM,2013.10.4,0.573,2.734,-2.588,89,7,APPLE INC
AAPL,MM,2013.10.5,-1.053,1.852,-2.958,19,5,APPLE INC
AAPL,MM,2013.10.6,-1.333,1.366,-3.033,3,4,APPLE INC
AAPL,MM,2013.10.7,0.255,2.513,-3.004,55,6,APPLE INC
AAPL,MM,2013.10.8,-1.29,1.83,-3.411,62,5,APPLE INC
AAPL,MM,2013.10.9,0.915,2.964,-2.135,82,6,APPLE INC
AAPL,MM,2013.10.10,0.588,2.619,-2.443,34,3,APPLE INC
